"District","facility","cluster","Month","Year","Incidence"
"Machinga","DHO","Ntholowa Health Centre","June","2020",284
"Machinga","DHO","Ntholowa Health Centre","July","2020",411
"Machinga","DHO","Ntholowa Health Centre","August","2020",257
"Machinga","DHO","Ntholowa Health Centre","September","2020",386
"Machinga","DHO","Ntholowa Health Centre","October","2020",280
"Machinga","DHO","Ntholowa Health Centre","November","2020",130
"Machinga","DHO","Ntholowa Health Centre","December","2020",101
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","January","2024",3030
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","February","2024",2278
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","March","2024",2152
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","April","2024",5001
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","May","2024",2396
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","June","2024",1216
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","July","2024",1306
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","August","2024",1656
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","September","2024",780
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","October","2024",732
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","November","2024",1119
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","December","2024",1486
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","January","2023",742
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","February","2023",919
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","March","2023",1074
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","April","2023",788
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","May","2023",772
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","June","2023",732
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","July","2023",691
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","August","2023",862
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","September","2023",546
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","October","2023",855
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","November","2023",936
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","December","2023",1194
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","January","2022",1760
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","February","2022",1977
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","March","2022",1559
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","April","2022",1058
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","May","2022",852
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","June","2022",935
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","July","2022",722
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","August","2022",682
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","September","2022",807
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","October","2022",401
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","November","2022",403
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","December","2022",306
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","January","2021",3380
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","February","2021",4219
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","March","2021",3803
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","April","2021",3713
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","May","2021",2064
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","June","2021",1503
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","July","2021",1455
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","August","2021",921
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","September","2021",791
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","October","2021",1177
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","November","2021",817
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","December","2021",1453
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","January","2020",4265
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","February","2020",3964
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","March","2020",5263
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","April","2020",2596
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","May","2020",2553
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","July","2020",684
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","August","2020",448
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","September","2020",542
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","October","2020",1092
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","November","2020",1623
"Lilongwe","DHO","Nthondo Health Centre (Lilongwe)","December","2020",1430
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","January","2024",2975
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","February","2024",1859
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","March","2024",1626
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","April","2024",1985
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","May","2024",2141
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","June","2024",1752
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","July","2024",896
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","August","2024",870
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","September","2024",1468
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","October","2024",2363
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","November","2024",2792
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","December","2024",3028
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","January","2023",1115
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","February","2023",313
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","March","2023",491
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","April","2023",292
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","May","2023",369
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","June","2023",373
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","July","2023",266
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","August","2023",224
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","September","2023",472
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","October","2023",766
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","November","2023",1379
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","December","2023",2471
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","January","2022",1605
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","February","2022",1424
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","March","2022",524
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","April","2022",612
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","May","2022",426
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","June","2022",211
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","July","2022",141
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","August","2022",172
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","September","2022",285
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","October","2022",525
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","November","2022",675
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","December","2022",664
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","January","2021",1678
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","February","2021",960
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","March","2021",1074
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","April","2021",840
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","May","2021",832
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","June","2021",588
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","July","2021",363
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","August","2021",292
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","September","2021",806
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","October","2021",1244
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","November","2021",1633
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","December","2021",1791
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","January","2020",1166
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","February","2020",583
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","March","2020",721
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","April","2020",778
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","May","2020",754
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","June","2020",574
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","July","2020",574
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","August","2020",289
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","September","2020",577
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","October","2020",1095
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","November","2020",1497
"Ntchisi","DHO","Nthondo Health Centre (Ntchisi)","December","2020",1419
"Nkhata","Bay","Nthungwa Health Centre","January","2024",204
"Nkhata","Bay","Nthungwa Health Centre","February","2024",114
"Nkhata","Bay","Nthungwa Health Centre","March","2024",109
"Nkhata","Bay","Nthungwa Health Centre","April","2024",173
"Nkhata","Bay","Nthungwa Health Centre","May","2024",146
"Nkhata","Bay","Nthungwa Health Centre","June","2024",70
"Nkhata","Bay","Nthungwa Health Centre","July","2024",28
"Nkhata","Bay","Nthungwa Health Centre","August","2024",16
"Nkhata","Bay","Nthungwa Health Centre","September","2024",25
"Nkhata","Bay","Nthungwa Health Centre","October","2024",70
"Nkhata","Bay","Nthungwa Health Centre","November","2024",93
"Nkhata","Bay","Nthungwa Health Centre","December","2024",183
"Nkhata","Bay","Nthungwa Health Centre","January","2023",37
"Nkhata","Bay","Nthungwa Health Centre","February","2023",11
"Nkhata","Bay","Nthungwa Health Centre","March","2023",28
"Nkhata","Bay","Nthungwa Health Centre","April","2023",21
"Nkhata","Bay","Nthungwa Health Centre","May","2023",24
"Nkhata","Bay","Nthungwa Health Centre","June","2023",14
"Nkhata","Bay","Nthungwa Health Centre","July","2023",7
"Nkhata","Bay","Nthungwa Health Centre","August","2023",9
"Nkhata","Bay","Nthungwa Health Centre","September","2023",14
"Nkhata","Bay","Nthungwa Health Centre","October","2023",54
"Nkhata","Bay","Nthungwa Health Centre","November","2023",38
"Nkhata","Bay","Nthungwa Health Centre","December","2023",81
"Nkhata","Bay","Nthungwa Health Centre","January","2022",96
"Nkhata","Bay","Nthungwa Health Centre","February","2022",49
"Nkhata","Bay","Nthungwa Health Centre","March","2022",41
"Nkhata","Bay","Nthungwa Health Centre","April","2022",13
"Nkhata","Bay","Nthungwa Health Centre","May","2022",16
"Nkhata","Bay","Nthungwa Health Centre","June","2022",11
"Nkhata","Bay","Nthungwa Health Centre","July","2022",1
"Nkhata","Bay","Nthungwa Health Centre","August","2022",3
"Nkhata","Bay","Nthungwa Health Centre","September","2022",2
"Nkhata","Bay","Nthungwa Health Centre","October","2022",11
"Nkhata","Bay","Nthungwa Health Centre","November","2022",10
"Nkhata","Bay","Nthungwa Health Centre","December","2022",41
"Nkhata","Bay","Nthungwa Health Centre","January","2021",61
"Nkhata","Bay","Nthungwa Health Centre","February","2021",78
"Nkhata","Bay","Nthungwa Health Centre","March","2021",150
"Nkhata","Bay","Nthungwa Health Centre","April","2021",93
"Nkhata","Bay","Nthungwa Health Centre","May","2021",79
"Nkhata","Bay","Nthungwa Health Centre","June","2021",36
"Nkhata","Bay","Nthungwa Health Centre","July","2021",13
"Nkhata","Bay","Nthungwa Health Centre","August","2021",4
"Nkhata","Bay","Nthungwa Health Centre","September","2021",10
"Nkhata","Bay","Nthungwa Health Centre","October","2021",30
"Nkhata","Bay","Nthungwa Health Centre","November","2021",26
"Nkhata","Bay","Nthungwa Health Centre","December","2021",11
"Nkhata","Bay","Nthungwa Health Centre","January","2020",153
"Nkhata","Bay","Nthungwa Health Centre","February","2020",95
"Nkhata","Bay","Nthungwa Health Centre","March","2020",108
"Nkhata","Bay","Nthungwa Health Centre","April","2020",108
"Nkhata","Bay","Nthungwa Health Centre","May","2020",41
"Nkhata","Bay","Nthungwa Health Centre","June","2020",107
"Nkhata","Bay","Nthungwa Health Centre","July","2020",29
"Nkhata","Bay","Nthungwa Health Centre","August","2020",25
"Nkhata","Bay","Nthungwa Health Centre","September","2020",22
"Nkhata","Bay","Nthungwa Health Centre","October","2020",31
"Nkhata","Bay","Nthungwa Health Centre","November","2020",26
"Nkhata","Bay","Nthungwa Health Centre","December","2020",41
"Blantyre","DHO","Ntonda Dispensary","January","2024",209
"Blantyre","DHO","Ntonda Dispensary","February","2024",126
"Blantyre","DHO","Ntonda Dispensary","March","2024",110
"Blantyre","DHO","Ntonda Dispensary","April","2024",197
"Blantyre","DHO","Ntonda Dispensary","May","2024",142
"Blantyre","DHO","Ntonda Dispensary","June","2024",55
"Blantyre","DHO","Ntonda Dispensary","July","2024",52
"Blantyre","DHO","Ntonda Dispensary","August","2024",72
"Blantyre","DHO","Ntonda Dispensary","September","2024",75
"Blantyre","DHO","Ntonda Dispensary","October","2024",39
"Blantyre","DHO","Ntonda Dispensary","November","2024",33
"Blantyre","DHO","Ntonda Dispensary","December","2024",54
"Blantyre","DHO","Ntonda Dispensary","January","2023",42
"Blantyre","DHO","Ntonda Dispensary","February","2023",27
"Blantyre","DHO","Ntonda Dispensary","March","2023",8
"Blantyre","DHO","Ntonda Dispensary","April","2023",14
"Blantyre","DHO","Ntonda Dispensary","May","2023",41
"Blantyre","DHO","Ntonda Dispensary","June","2023",34
"Blantyre","DHO","Ntonda Dispensary","July","2023",34
"Blantyre","DHO","Ntonda Dispensary","August","2023",24
"Blantyre","DHO","Ntonda Dispensary","September","2023",52
"Blantyre","DHO","Ntonda Dispensary","October","2023",36
"Blantyre","DHO","Ntonda Dispensary","November","2023",8
"Blantyre","DHO","Ntonda Dispensary","December","2023",27
"Blantyre","DHO","Ntonda Dispensary","January","2022",5
"Blantyre","DHO","Ntonda Dispensary","February","2022",22
"Blantyre","DHO","Ntonda Dispensary","March","2022",13
"Blantyre","DHO","Ntonda Dispensary","April","2022",9
"Blantyre","DHO","Ntonda Dispensary","May","2022",10
"Blantyre","DHO","Ntonda Dispensary","June","2022",8
"Blantyre","DHO","Ntonda Dispensary","July","2022",8
"Blantyre","DHO","Ntonda Dispensary","August","2022",21
"Blantyre","DHO","Ntonda Dispensary","September","2022",6
"Blantyre","DHO","Ntonda Dispensary","October","2022",9
"Blantyre","DHO","Ntonda Dispensary","November","2022",10
"Blantyre","DHO","Ntonda Dispensary","December","2022",13
"Blantyre","DHO","Ntonda Dispensary","September","2021",13
"Blantyre","DHO","Ntonda Dispensary","October","2021",9
"Blantyre","DHO","Ntonda Dispensary","November","2021",10
"Blantyre","DHO","Ntonda Dispensary","December","2021",14
"Blantyre","DHO","Nyambadwe Private Hospital","March","2021",56
"Blantyre","DHO","Nyambadwe Private Hospital","October","2021",0
"Machinga","DHO","Nyambi Health Centre","January","2024",1994
"Machinga","DHO","Nyambi Health Centre","February","2024",2680
"Machinga","DHO","Nyambi Health Centre","March","2024",2562
"Machinga","DHO","Nyambi Health Centre","April","2024",3621
"Machinga","DHO","Nyambi Health Centre","May","2024",3361
"Machinga","DHO","Nyambi Health Centre","June","2024",1604
"Machinga","DHO","Nyambi Health Centre","July","2024",1028
"Machinga","DHO","Nyambi Health Centre","August","2024",1049
"Machinga","DHO","Nyambi Health Centre","September","2024",783
"Machinga","DHO","Nyambi Health Centre","October","2024",695
"Machinga","DHO","Nyambi Health Centre","November","2024",669
"Machinga","DHO","Nyambi Health Centre","December","2024",1105
"Machinga","DHO","Nyambi Health Centre","January","2023",1494
"Machinga","DHO","Nyambi Health Centre","February","2023",1881
"Machinga","DHO","Nyambi Health Centre","March","2023",2364
"Machinga","DHO","Nyambi Health Centre","April","2023",2063
"Machinga","DHO","Nyambi Health Centre","May","2023",1817
"Machinga","DHO","Nyambi Health Centre","June","2023",1904
"Machinga","DHO","Nyambi Health Centre","July","2023",1835
"Machinga","DHO","Nyambi Health Centre","September","2023",2923
"Machinga","DHO","Nyambi Health Centre","October","2023",3034
"Machinga","DHO","Nyambi Health Centre","November","2023",2065
"Machinga","DHO","Nyambi Health Centre","December","2023",1566
"Machinga","DHO","Nyambi Health Centre","January","2022",190
"Machinga","DHO","Nyambi Health Centre","February","2022",803
"Machinga","DHO","Nyambi Health Centre","March","2022",1344
"Machinga","DHO","Nyambi Health Centre","April","2022",1701
"Machinga","DHO","Nyambi Health Centre","May","2022",2181
"Machinga","DHO","Nyambi Health Centre","June","2022",2019
"Machinga","DHO","Nyambi Health Centre","July","2022",1778
"Machinga","DHO","Nyambi Health Centre","August","2022",1758
"Machinga","DHO","Nyambi Health Centre","September","2022",1163
"Machinga","DHO","Nyambi Health Centre","October","2022",1008
"Machinga","DHO","Nyambi Health Centre","November","2022",704
"Machinga","DHO","Nyambi Health Centre","January","2021",1288
"Machinga","DHO","Nyambi Health Centre","February","2021",1359
"Machinga","DHO","Nyambi Health Centre","March","2021",1854
"Machinga","DHO","Nyambi Health Centre","April","2021",1417
"Machinga","DHO","Nyambi Health Centre","May","2021",1338
"Machinga","DHO","Nyambi Health Centre","June","2021",1051
"Machinga","DHO","Nyambi Health Centre","July","2021",810
"Machinga","DHO","Nyambi Health Centre","August","2021",491
"Machinga","DHO","Nyambi Health Centre","September","2021",580
"Machinga","DHO","Nyambi Health Centre","October","2021",466
"Machinga","DHO","Nyambi Health Centre","November","2021",342
"Machinga","DHO","Nyambi Health Centre","December","2021",175
"Machinga","DHO","Nyambi Health Centre","January","2020",1375
"Machinga","DHO","Nyambi Health Centre","February","2020",1161
"Machinga","DHO","Nyambi Health Centre","March","2020",914
"Machinga","DHO","Nyambi Health Centre","April","2020",644
"Machinga","DHO","Nyambi Health Centre","May","2020",764
"Machinga","DHO","Nyambi Health Centre","June","2020",731
"Machinga","DHO","Nyambi Health Centre","July","2020",618
"Machinga","DHO","Nyambi Health Centre","August","2020",515
"Machinga","DHO","Nyambi Health Centre","September","2020",631
"Machinga","DHO","Nyambi Health Centre","October","2020",739
"Machinga","DHO","Nyambi Health Centre","November","2020",556
"Machinga","DHO","Nyambi Health Centre","December","2020",255
"Nsanje","DHO","Nyamithuthu Health Centre","January","2024",338
"Nsanje","DHO","Nyamithuthu Health Centre","February","2024",425
"Nsanje","DHO","Nyamithuthu Health Centre","March","2024",444
"Nsanje","DHO","Nyamithuthu Health Centre","April","2024",704
"Nsanje","DHO","Nyamithuthu Health Centre","May","2024",1183
"Nsanje","DHO","Nyamithuthu Health Centre","June","2024",641
"Nsanje","DHO","Nyamithuthu Health Centre","July","2024",673
"Nsanje","DHO","Nyamithuthu Health Centre","August","2024",1094
"Nsanje","DHO","Nyamithuthu Health Centre","September","2024",1442
"Nsanje","DHO","Nyamithuthu Health Centre","October","2024",600
"Nsanje","DHO","Nyamithuthu Health Centre","November","2024",404
"Nsanje","DHO","Nyamithuthu Health Centre","December","2024",154
"Nsanje","DHO","Nyamithuthu Health Centre","January","2023",34
"Nsanje","DHO","Nyamithuthu Health Centre","February","2023",308
"Nsanje","DHO","Nyamithuthu Health Centre","March","2023",320
"Nsanje","DHO","Nyamithuthu Health Centre","April","2023",438
"Nsanje","DHO","Nyamithuthu Health Centre","May","2023",992
"Nsanje","DHO","Nyamithuthu Health Centre","June","2023",1027
"Nsanje","DHO","Nyamithuthu Health Centre","July","2023",816
"Nsanje","DHO","Nyamithuthu Health Centre","August","2023",653
"Nsanje","DHO","Nyamithuthu Health Centre","September","2023",678
"Nsanje","DHO","Nyamithuthu Health Centre","October","2023",762
"Nsanje","DHO","Nyamithuthu Health Centre","November","2023",458
"Nsanje","DHO","Nyamithuthu Health Centre","December","2023",154
"Nsanje","DHO","Nyamithuthu Health Centre","January","2022",281
"Nsanje","DHO","Nyamithuthu Health Centre","February","2022",150
"Nsanje","DHO","Nyamithuthu Health Centre","March","2022",678
"Nsanje","DHO","Nyamithuthu Health Centre","April","2022",1060
"Nsanje","DHO","Nyamithuthu Health Centre","May","2022",1620
"Nsanje","DHO","Nyamithuthu Health Centre","June","2022",1041
"Nsanje","DHO","Nyamithuthu Health Centre","July","2022",581
"Nsanje","DHO","Nyamithuthu Health Centre","August","2022",783
"Nsanje","DHO","Nyamithuthu Health Centre","September","2022",440
"Nsanje","DHO","Nyamithuthu Health Centre","October","2022",432
"Nsanje","DHO","Nyamithuthu Health Centre","November","2022",221
"Nsanje","DHO","Nyamithuthu Health Centre","December","2022",235
"Nsanje","DHO","Nyamithuthu Health Centre","January","2021",111
"Nsanje","DHO","Nyamithuthu Health Centre","February","2021",234
"Nsanje","DHO","Nyamithuthu Health Centre","March","2021",346
"Nsanje","DHO","Nyamithuthu Health Centre","April","2021",512
"Nsanje","DHO","Nyamithuthu Health Centre","May","2021",423
"Nsanje","DHO","Nyamithuthu Health Centre","June","2021",298
"Nsanje","DHO","Nyamithuthu Health Centre","July","2021",454
"Nsanje","DHO","Nyamithuthu Health Centre","August","2021",292
"Nsanje","DHO","Nyamithuthu Health Centre","September","2021",376
"Nsanje","DHO","Nyamithuthu Health Centre","October","2021",353
"Nsanje","DHO","Nyamithuthu Health Centre","November","2021",221
"Nsanje","DHO","Nyamithuthu Health Centre","December","2021",185
"Nsanje","DHO","Nyamithuthu Health Centre","January","2020",353
"Nsanje","DHO","Nyamithuthu Health Centre","February","2020",350
"Nsanje","DHO","Nyamithuthu Health Centre","March","2020",894
"Nsanje","DHO","Nyamithuthu Health Centre","April","2020",583
"Nsanje","DHO","Nyamithuthu Health Centre","May","2020",861
"Nsanje","DHO","Nyamithuthu Health Centre","June","2020",900
"Nsanje","DHO","Nyamithuthu Health Centre","July","2020",748
"Nsanje","DHO","Nyamithuthu Health Centre","August","2020",390
"Nsanje","DHO","Nyamithuthu Health Centre","September","2020",606
"Nsanje","DHO","Nyamithuthu Health Centre","October","2020",363
"Nsanje","DHO","Nyamithuthu Health Centre","November","2020",192
"Nsanje","DHO","Nyamithuthu Health Centre","December","2020",56
"Lilongwe","DHO","Nyanja Health Centre","January","2024",2103
"Lilongwe","DHO","Nyanja Health Centre","February","2024",3150
"Lilongwe","DHO","Nyanja Health Centre","March","2024",2639
"Lilongwe","DHO","Nyanja Health Centre","April","2024",2636
"Lilongwe","DHO","Nyanja Health Centre","May","2024",3036
"Lilongwe","DHO","Nyanja Health Centre","June","2024",1449
"Lilongwe","DHO","Nyanja Health Centre","July","2024",965
"Lilongwe","DHO","Nyanja Health Centre","August","2024",480
"Lilongwe","DHO","Nyanja Health Centre","September","2024",369
"Lilongwe","DHO","Nyanja Health Centre","October","2024",419
"Lilongwe","DHO","Nyanja Health Centre","November","2024",473
"Lilongwe","DHO","Nyanja Health Centre","December","2024",593
"Lilongwe","DHO","Nyanja Health Centre","January","2023",553
"Lilongwe","DHO","Nyanja Health Centre","February","2023",287
"Lilongwe","DHO","Nyanja Health Centre","March","2023",425
"Lilongwe","DHO","Nyanja Health Centre","April","2023",196
"Lilongwe","DHO","Nyanja Health Centre","May","2023",382
"Lilongwe","DHO","Nyanja Health Centre","June","2023",468
"Lilongwe","DHO","Nyanja Health Centre","July","2023",229
"Lilongwe","DHO","Nyanja Health Centre","August","2023",103
"Lilongwe","DHO","Nyanja Health Centre","September","2023",176
"Lilongwe","DHO","Nyanja Health Centre","October","2023",224
"Lilongwe","DHO","Nyanja Health Centre","November","2023",388
"Lilongwe","DHO","Nyanja Health Centre","December","2023",347
"Lilongwe","DHO","Nyanja Health Centre","January","2022",638
"Lilongwe","DHO","Nyanja Health Centre","February","2022",475
"Lilongwe","DHO","Nyanja Health Centre","March","2022",199
"Lilongwe","DHO","Nyanja Health Centre","April","2022",214
"Lilongwe","DHO","Nyanja Health Centre","May","2022",209
"Lilongwe","DHO","Nyanja Health Centre","June","2022",163
"Lilongwe","DHO","Nyanja Health Centre","July","2022",107
"Lilongwe","DHO","Nyanja Health Centre","August","2022",79
"Lilongwe","DHO","Nyanja Health Centre","September","2022",51
"Lilongwe","DHO","Nyanja Health Centre","October","2022",71
"Lilongwe","DHO","Nyanja Health Centre","November","2022",57
"Lilongwe","DHO","Nyanja Health Centre","December","2022",122
"Lilongwe","DHO","Nyanja Health Centre","February","2021",1370
"Lilongwe","DHO","Nyanja Health Centre","March","2021",1428
"Lilongwe","DHO","Nyanja Health Centre","April","2021",998
"Lilongwe","DHO","Nyanja Health Centre","May","2021",777
"Lilongwe","DHO","Nyanja Health Centre","June","2021",857
"Lilongwe","DHO","Nyanja Health Centre","July","2021",294
"Lilongwe","DHO","Nyanja Health Centre","August","2021",73
"Lilongwe","DHO","Nyanja Health Centre","September","2021",98
"Lilongwe","DHO","Nyanja Health Centre","October","2021",165
"Lilongwe","DHO","Nyanja Health Centre","November","2021",158
"Lilongwe","DHO","Nyanja Health Centre","December","2021",148
"Karonga","DHO","Nyungwe Health Centre","January","2024",343
"Karonga","DHO","Nyungwe Health Centre","February","2024",998
"Karonga","DHO","Nyungwe Health Centre","March","2024",643
"Karonga","DHO","Nyungwe Health Centre","April","2024",1065
"Karonga","DHO","Nyungwe Health Centre","May","2024",945
"Karonga","DHO","Nyungwe Health Centre","June","2024",633
"Karonga","DHO","Nyungwe Health Centre","July","2024",1396
"Karonga","DHO","Nyungwe Health Centre","August","2024",1649
"Karonga","DHO","Nyungwe Health Centre","September","2024",1534
"Karonga","DHO","Nyungwe Health Centre","October","2024",287
"Karonga","DHO","Nyungwe Health Centre","November","2024",369
"Karonga","DHO","Nyungwe Health Centre","December","2024",139
"Karonga","DHO","Nyungwe Health Centre","January","2023",819
"Karonga","DHO","Nyungwe Health Centre","February","2023",666
"Karonga","DHO","Nyungwe Health Centre","March","2023",672
"Karonga","DHO","Nyungwe Health Centre","April","2023",1082
"Karonga","DHO","Nyungwe Health Centre","May","2023",1561
"Karonga","DHO","Nyungwe Health Centre","June","2023",1071
"Karonga","DHO","Nyungwe Health Centre","July","2023",1137
"Karonga","DHO","Nyungwe Health Centre","August","2023",1661
"Karonga","DHO","Nyungwe Health Centre","September","2023",1134
"Karonga","DHO","Nyungwe Health Centre","October","2023",477
"Karonga","DHO","Nyungwe Health Centre","November","2023",142
"Karonga","DHO","Nyungwe Health Centre","December","2023",75
"Karonga","DHO","Nyungwe Health Centre","January","2022",221
"Karonga","DHO","Nyungwe Health Centre","February","2022",578
"Karonga","DHO","Nyungwe Health Centre","March","2022",253
"Karonga","DHO","Nyungwe Health Centre","April","2022",180
"Karonga","DHO","Nyungwe Health Centre","May","2022",218
"Karonga","DHO","Nyungwe Health Centre","June","2022",325
"Karonga","DHO","Nyungwe Health Centre","July","2022",585
"Karonga","DHO","Nyungwe Health Centre","August","2022",872
"Karonga","DHO","Nyungwe Health Centre","September","2022",363
"Karonga","DHO","Nyungwe Health Centre","October","2022",230
"Karonga","DHO","Nyungwe Health Centre","November","2022",250
"Karonga","DHO","Nyungwe Health Centre","December","2022",193
"Karonga","DHO","Nyungwe Health Centre","January","2021",466
"Karonga","DHO","Nyungwe Health Centre","February","2021",383
"Karonga","DHO","Nyungwe Health Centre","March","2021",778
